ROWID,Country,State lgd code,State,YearCode,Year,Type of area,Gender,Highest level of education completed,Percentage distribution of persons,Number of estimated persons ,Number of sample persons,Number of estimated persons excluding,Number of estimated persons including,Number of sample persons excluding,Number of sample persons including
3732,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Female,Not Literate,5.9,1205,79,,,,
3733,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Female,Post Graduate & Above,0.4,1205,79,,,,
3734,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Female,Secondary,21.4,1205,79,,,,
3735,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Female,Secondary & Above,48,1205,79,,,,
3736,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Diploma/Certificate Course,0,1493,100,,,,
3737,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Graduate,18.2,1493,100,,,,
3738,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Higher Secondary,25.7,1493,100,,,,
3739,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Literate & Upto Primary,7.2,1493,100,,,,
3740,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Middle,29.3,1493,100,,,,
3741,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Not Literate,4.3,1493,100,,,,
3742,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Post Graduate & Above,4.5,1493,100,,,,
3743,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Secondary,10.8,1493,100,,,,
3744,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Male,Secondary & Above,59.1,1493,100,,,,
3745,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Diploma/Certificate Course,0,2698,179,,,,
3746,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Graduate,16.3,2698,179,,,,
3747,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Higher Secondary,19.7,2698,179,,,,
3748,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Literate & Upto Primary,10,2698,179,,,,
3749,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Middle,30.8,2698,179,,,,
3750,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Not Literate,5.1,2698,179,,,,
3751,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Post Graduate & Above,2.7,2698,179,,,,
3752,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Secondary,15.5,2698,179,,,,
3753,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural,Persons,Secondary & Above,54.2,2698,179,,,,
3754,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Diploma/Certificate Course,0.2,37652,1368,,,,
3755,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Graduate,15.8,37652,1368,,,,
3756,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Higher Secondary,14.2,37652,1368,,,,
3757,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Literate & Upto Primary,10.9,37652,1368,,,,
3758,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Middle,14.9,37652,1368,,,,
3759,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Not Literate,23.7,37652,1368,,,,
3760,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Post Graduate & Above,6.2,37652,1368,,,,
3761,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Secondary,14.1,37652,1368,,,,
3762,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Female,Secondary & Above,50.5,37652,1368,,,,
3763,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Diploma/Certificate Course,0.1,43516,1560,,,,
3764,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Graduate,20,43516,1560,,,,
3765,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Higher Secondary,16.8,43516,1560,,,,
3766,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Literate & Upto Primary,12.2,43516,1560,,,,
3767,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Middle,19.9,43516,1560,,,,
3768,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Not Literate,10.6,43516,1560,,,,
3769,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Post Graduate & Above,4.2,43516,1560,,,,
3770,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Secondary,16.2,43516,1560,,,,
3771,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Male,Secondary & Above,57.3,43516,1560,,,,
3772,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Diploma/Certificate Course,0.1,81168,2928,,,,
3773,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Graduate,18,81168,2928,,,,
3774,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Higher Secondary,15.6,81168,2928,,,,
3775,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Literate & Upto Primary,11.6,81168,2928,,,,
3776,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Middle,17.6,81168,2928,,,,
3777,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Not Literate,16.7,81168,2928,,,,
3778,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Post Graduate & Above,5.2,81168,2928,,,,
3779,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Secondary,15.2,81168,2928,,,,
3780,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Rural+Urban,Persons,Secondary & Above,54.1,81168,2928,,,,
3781,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Diploma/Certificate Course,0.2,36446,1289,,,,
3782,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Graduate,15.8,36446,1289,,,,
3783,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Higher Secondary,14.3,36446,1289,,,,
3784,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Literate & Upto Primary,10.8,36446,1289,,,,
3785,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Middle,14.3,36446,1289,,,,
3786,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Not Literate,24.3,36446,1289,,,,
3787,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Post Graduate & Above,6.4,36446,1289,,,,
3788,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Secondary,13.8,36446,1289,,,,
3789,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Female,Secondary & Above,50.6,36446,1289,,,,
3790,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Diploma/Certificate Course,0.1,42023,1460,,,,
3791,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Graduate,20,42023,1460,,,,
3792,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Higher Secondary,16.4,42023,1460,,,,
3793,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Literate & Upto Primary,12.4,42023,1460,,,,
3794,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Middle,19.6,42023,1460,,,,
3795,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Not Literate,10.8,42023,1460,,,,
3796,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Post Graduate & Above,4.2,42023,1460,,,,
3797,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Secondary,16.4,42023,1460,,,,
3798,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Male,Secondary & Above,57.2,42023,1460,,,,
3799,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Diploma/Certificate Course,0.2,78470,2749,,,,
3800,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Graduate,18.1,78470,2749,,,,
3801,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Higher Secondary,15.4,78470,2749,,,,
3802,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Literate & Upto Primary,11.7,78470,2749,,,,
3803,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Middle,17.1,78470,2749,,,,
3804,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Not Literate,17.1,78470,2749,,,,
3805,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Post Graduate & Above,5.3,78470,2749,,,,
3806,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Secondary,15.2,78470,2749,,,,
3807,India,7,Delhi,2021,"Agriculture Year (Jul - Jun), 2021",Urban,Persons,Secondary & Above,54.1,78470,2749,,,,
3808,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Diploma/Certificate Course,0,,77,,,,
3809,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Graduate,12.7,,77,,,,
3810,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Higher Secondary,10.1,,77,,,,
3811,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Literate & Upto Primary,3.3,,77,,,,
3812,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Middle,31.2,,77,,,,
3813,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Not Literate,21.8,,77,,,,
3814,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Post Graduate & Above,2.1,,77,,,,
3815,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Secondary,18.9,,77,,,,
3816,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Female,Secondary & Above,43.8,,77,,,,
3817,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Diploma/Certificate Course,0,,88,,,,
3818,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Graduate,22.1,,88,,,,
3819,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Higher Secondary,12.7,,88,,,,
3820,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Literate & Upto Primary,9.6,,88,,,,
3821,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Middle,19.7,,88,,,,
3822,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Not Literate,3.4,,88,,,,
3823,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Post Graduate & Above,10.3,,88,,,,
3824,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Secondary,22.2,,88,,,,
3825,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Male,Secondary & Above,67.4,,88,,,,
3826,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,Diploma/Certificate Course,0,,165,,,,
3827,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,Graduate,17.5,,165,,,,
3828,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,Higher Secondary,11.5,,165,,,,
3829,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,Literate & Upto Primary,6.5,,165,,,,
3830,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,Middle,25.2,,165,,,,
3831,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,Not Literate,12.3,,165,,,,
3832,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,Post Graduate & Above,6.3,,165,,,,
3833,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,Secondary,20.6,,165,,,,
3834,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural,Persons,Secondary & Above,55.9,,165,,,,
3835,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,Diploma/Certificate Course,0.1,,1337,,,,
3836,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,Graduate,14.6,,1337,,,,
3837,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,Higher Secondary,14.5,,1337,,,,
3838,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,Literate & Upto Primary,12.8,,1337,,,,
3840,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,Not Literate,19.7,,1337,,,,
3841,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,Post Graduate & Above,4.3,,1337,,,,
3842,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,Secondary,15.6,,1337,,,,
3843,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Female,Secondary & Above,49.1,,1337,,,,
3844,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,Diploma/Certificate Course,0.2,,1496,,,,
3845,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,Graduate,19.2,,1496,,,,
3846,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,Higher Secondary,15.3,,1496,,,,
3847,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,Literate & Upto Primary,13.1,,1496,,,,
3848,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,Middle,24.7,,1496,,,,
3849,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,Not Literate,8.7,,1496,,,,
3850,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,Post Graduate & Above,3.8,,1496,,,,
3851,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,Secondary,15,,1496,,,,
3852,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Male,Secondary & Above,53.5,,1496,,,,
3853,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,Diploma/Certificate Course,0.1,,2833,,,,
3854,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,Graduate,17.1,,2833,,,,
3855,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,Higher Secondary,14.9,,2833,,,,
3856,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,Literate & Upto Primary,13,,2833,,,,
3857,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,Middle,21.7,,2833,,,,
3858,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,Not Literate,13.8,,2833,,,,
3859,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,Post Graduate & Above,4,,2833,,,,
3860,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,Secondary,15.3,,2833,,,,
3861,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Rural+Urban,Persons,Secondary & Above,51.5,,2833,,,,
3862,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Urban,Female,Diploma/Certificate Course,0.1,,1260,,,,
3863,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Urban,Female,Graduate,14.7,,1260,,,,
3864,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Urban,Female,Higher Secondary,14.6,,1260,,,,
3865,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Urban,Female,Literate & Upto Primary,13.1,,1260,,,,
3866,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Urban,Female,Middle,17.9,,1260,,,,
3867,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Urban,Female,Not Literate,19.7,,1260,,,,
3868,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Urban,Female,Post Graduate & Above,4.4,,1260,,,,
3869,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Urban,Female,Secondary,15.5,,1260,,,,
3870,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Urban,Female,Secondary & Above,49.3,,1260,,,,
3871,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Urban,Male,Diploma/Certificate Course,0.2,,1408,,,,
3872,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Urban,Male,Graduate,19.2,,1408,,,,
3873,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Urban,Male,Higher Secondary,15.4,,1408,,,,
3874,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Urban,Male,Literate & Upto Primary,13.2,,1408,,,,
3875,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Urban,Male,Middle,24.8,,1408,,,,
3876,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Urban,Male,Not Literate,8.9,,1408,,,,
3877,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Urban,Male,Post Graduate & Above,3.6,,1408,,,,
3878,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Urban,Male,Secondary,14.8,,1408,,,,
3879,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Urban,Male,Secondary & Above,53.1,,1408,,,,
3880,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Urban,Persons,Diploma/Certificate Course,0.1,,2668,,,,
3881,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Urban,Persons,Graduate,17.1,,2668,,,,
3882,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Urban,Persons,Higher Secondary,15,,2668,,,,
3883,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Urban,Persons,Literate & Upto Primary,13.1,,2668,,,,
3884,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Urban,Persons,Middle,21.6,,2668,,,,
3885,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Urban,Persons,Not Literate,13.9,,2668,,,,
3886,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Urban,Persons,Post Graduate & Above,4,,2668,,,,
3887,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Urban,Persons,Secondary,15.1,,2668,,,,
3888,India,7,Delhi,2022,"Agriculture Year (Jul - Jun), 2022",Urban,Persons,Secondary & Above,51.4,,2668,,,,
3889,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural,Female,Diploma/Certificate Course,1.7,,74,,,,
3890,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural,Female,Graduate,13.4,,74,,,,
3891,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural,Female,Higher Secondary,10.9,,74,,,,
3892,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural,Female,Literate & Upto Primary,9.2,,74,,,,
3893,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural,Female,Middle,21.7,,74,,,,
3894,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural,Female,Not Literate,22.9,,74,,,,
3895,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural,Female,Post Graduate & Above,4.5,,74,,,,
3896,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural,Female,Secondary,15.6,,74,,,,
3897,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural,Female,Secondary & Above,46.1,,74,,,,
3898,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural,Male,Diploma/Certificate Course,0,,91,,,,
3899,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural,Male,Graduate,20.9,,91,,,,
3900,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural,Male,Higher Secondary,23.1,,91,,,,
3901,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural,Male,Literate & Upto Primary,15.4,,91,,,,
3902,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural,Male,Middle,14,,91,,,,
3903,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural,Male,Not Literate,7.8,,91,,,,
3904,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural,Male,Post Graduate & Above,0.7,,91,,,,
3905,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural,Male,Secondary,18,,91,,,,
3906,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural,Male,Secondary & Above,62.7,,91,,,,
3907,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural,Persons,Diploma/Certificate Course,0.8,,165,,,,
3908,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural,Persons,Graduate,17.6,,165,,,,
3909,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural,Persons,Higher Secondary,17.7,,165,,,,
3910,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural,Persons,Literate & Upto Primary,12.7,,165,,,,
3911,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural,Persons,Middle,17.4,,165,,,,
3912,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural,Persons,Not Literate,14.5,,165,,,,
3913,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural,Persons,Post Graduate & Above,2.4,,165,,,,
3914,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural,Persons,Secondary,16.9,,165,,,,
3915,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural,Persons,Secondary & Above,55.4,,165,,,,
3916,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Female,Diploma/Certificate Course,0.1,,1298,,,,
3917,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Female,Graduate,16.9,,1298,,,,
3918,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Female,Higher Secondary,13.9,,1298,,,,
3919,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Female,Literate & Upto Primary,12.1,,1298,,,,
3920,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Female,Middle,17.3,,1298,,,,
3921,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Female,Not Literate,21.3,,1298,,,,
3922,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Female,Post Graduate & Above,4.8,,1298,,,,
3923,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Female,Secondary,13.6,,1298,,,,
3924,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Female,Secondary & Above,49.3,,1298,,,,
3925,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Male,Diploma/Certificate Course,0.5,,1501,,,,
3926,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Male,Graduate,21,,1501,,,,
3927,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Male,Higher Secondary,18.2,,1501,,,,
3928,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Male,Literate & Upto Primary,12.7,,1501,,,,
3929,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Male,Middle,18.3,,1501,,,,
3930,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Male,Not Literate,9.1,,1501,,,,
3931,India,7,Delhi,2023,"Agriculture Year (Jul - Jun), 2023",Rural+Urban,Male,Post Graduate & Above,4.7,,1501,,,,
